dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1506027600,2017-09-21 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,5.84,21.16,21.96,23.17,1019,,,35,5.7,180,,,,,,0,800,Clear,sky is clear,01d
1506031200,2017-09-21 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,8.92,18.3,18.96,22.17,1019,,,52,5.7,220,,,,,,0,800,Clear,sky is clear,01d
1506034800,2017-09-21 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,10000,8.93,16.29,16.96,19.17,1019,,,59,3.6,210,,,,,,0,800,Clear,sky is clear,01n
1506038400,2017-09-22 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,10000,8.92,14.29,14.96,16.36,1019,,,67,3.1,220,,,,,,0,800,Clear,sky is clear,01n
1506042000,2017-09-22 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.22,10000,10,14.65,11.69,19.32,1020,,,71,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1506045600,2017-09-22 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.21,10000,8.07,12.44,9.14,16.83,1020,,,71,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1506049200,2017-09-22 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.89,10000,7.8,11.12,8.25,15.67,1020,,,76,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506052800,2017-09-22 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.03,10000,7.9,10.3,8.08,15.56,1020,,,81,1.54,350,,,,,,0,800,Clear,sky is clear,01n
1506056400,2017-09-22 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.03,10000,6.98,8.5,8.24,10.07,1020,,,87,1.54,350,,,,,,0,800,Clear,sky is clear,01n
1506060000,2017-09-22 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.99,10000,6.95,8.45,8.46,9.01,1020,,,87,1.54,350,,,,,,0,800,Clear,sky is clear,01n
1506063600,2017-09-22 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.4,10000,6.36,8.4,7.33,9.06,1020,,,87,1.03,160,,,,,,0,800,Clear,sky is clear,01n
1506067200,2017-09-22 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,7.91,10000,5.88,7.91,6.32,9.96,1020,,,87,1.03,210,,,,,,0,800,Clear,sky is clear,01n
1506070800,2017-09-22 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,5.89,10000,4.85,4.31,4.96,7.52,1020,,,93,2.1,320,,,,,,0,800,Clear,sky is clear,01n
1506074400,2017-09-22 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.05,10000,7.98,8,5.23,14.66,1020,,,93,2.1,70,,,,,,0,800,Clear,sky is clear,01n
1506078000,2017-09-22 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,5.99,8000,3.83,5.99,5.96,7.17,1020,,,86,0.51,0,,,,,,0,800,Clear,sky is clear,01d
1506081600,2017-09-22 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.04,8000,6.18,6.43,7.96,10.17,1020,,,88,2.6,310,,,,,,0,800,Clear,sky is clear,01d
1506085200,2017-09-22 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.99,10000,7.9,11.23,11.96,15.17,1020,,,76,2.1,20,,,,,,0,800,Clear,sky is clear,01d
1506088800,2017-09-22 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,10000,7.78,14.16,14.96,17.17,1019,,,62,3.6,20,,,,,,0,800,Clear,sky is clear,01d
1506092400,2017-09-22 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,10000,7.71,17.18,17.96,19.17,1019,,,51,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1506096000,2017-09-22 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,6.89,20.19,20.96,22.17,1018,,,40,1.54,330,,,,,,0,800,Clear,sky is clear,01d
1506099600,2017-09-22 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,10000,5.87,22.21,22.96,24.17,1017,,,33,2.1,0,,,,,,0,800,Clear,sky is clear,01d
1506103200,2017-09-22 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.07,10000,4.95,23.29,23.96,25.17,1016,,,29,3.6,190,,,,,,0,800,Clear,sky is clear,01d
1506106800,2017-09-22 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.99,10000,5.74,24.3,24.96,26.17,1015,,,29,3.1,180,,,,,,0,800,Clear,sky is clear,01d
1506110400,2017-09-22 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,1.32,25.99,25.96,26.17,1015,,,20,4.12,180,,,,,,0,800,Clear,sky is clear,01d
1506114000,2017-09-22 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.99,10000,6.71,24.35,24.96,26.17,1015,,,31,5.14,170,,,,,,0,800,Clear,sky is clear,01d
1506117600,2017-09-22 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,10000,7.92,22.34,22.96,24.17,1015,,,38,3.6,220,,,,,,0,800,Clear,sky is clear,01d
1506121200,2017-09-22 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,10000,7.71,19.22,19.96,21.17,1016,,,45,4.63,200,,,,,,0,800,Clear,sky is clear,01n
1506124800,2017-09-23 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.74,10000,7.52,17.92,17.68,20.16,1016,,,48,4.63,170,,,,,,0,800,Clear,sky is clear,01n
1506128400,2017-09-23 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.02,10000,6.83,18.15,15.53,23.61,1016,,,45,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506132000,2017-09-23 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.26,9999,7.22,15.38,12.56,21.77,1016,,,55,1.03,0,,,,,,75,803,Clouds,broken clouds,04n
1506135600,2017-09-23 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.32,10000,7.33,12.46,12.13,14.43,1015,,,67,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506139200,2017-09-23 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.8,10000,6.72,10.89,11.11,12.79,1015,,,71,1.54,170,,,,,,0,800,Clear,sky is clear,01n
1506142800,2017-09-23 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.31,10000,6.25,10.35,9.83,12.01,1015,,,71,1.54,200,,,,,,0,800,Clear,sky is clear,01n
1506146400,2017-09-23 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.15,10000,4.15,9.94,9.31,12.01,1015,,,62,1.54,160,,,,,,0,800,Clear,sky is clear,01n
1506150000,2017-09-23 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.79,10000,4.79,9.37,8.37,11.19,1015,,,71,1.54,10,,,,,,0,800,Clear,sky is clear,01n
1506153600,2017-09-23 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,7.82,10000,4.77,7.82,6.53,9.28,1014,,,81,1.03,10,,,,,,0,800,Clear,sky is clear,01n
1506157200,2017-09-23 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.03,10000,4.97,6.81,6.32,9.08,1014,,,81,2.1,40,,,,,,0,800,Clear,sky is clear,01n
1506160800,2017-09-23 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,7.74,8000,5.72,7.74,6.61,10.57,1014,,,87,0,0,,,,,,0,800,Clear,sky is clear,01n
1506164400,2017-09-23 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,6.99,10000,4.98,6.99,6.96,9.17,1014,,,87,0.51,0,,,,,,0,800,Clear,sky is clear,01d
1506168000,2017-09-23 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.25,8000,5.8,9.25,8.96,10.86,1014,,,79,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1506171600,2017-09-23 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.99,10000,6.83,13.06,13.96,16.17,1014,,,62,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1506175200,2017-09-23 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.07,10000,7.78,19.31,16.33,25.32,1014,,,45,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1506178800,2017-09-23 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,7.95,20.27,20.96,24.17,1013,,,43,1.54,250,,,,,,0,800,Clear,sky is clear,01d
1506182400,2017-09-23 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,8.81,23.44,23.96,26.17,1013,,,38,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1506186000,2017-09-23 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,4.46,25.99,25.96,28.17,1012,,,25,2.1,230,,,,,,0,800,Clear,sky is clear,01d
1506189600,2017-09-23 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,5.56,26.85,27.96,29.06,1012,,,24,4.63,170,,,,,,0,800,Clear,sky is clear,01d
1506193200,2017-09-23 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,6.95,26.34,26.96,29.17,1012,,,28,8.23,220,,,,,,0,800,Clear,sky is clear,01d
1506196800,2017-09-23 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.99,10000,9.7,24.54,24.96,27.17,1012,,,38,7.72,200,,,,,,0,800,Clear,sky is clear,01d
1506200400,2017-09-23 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,8000,9.75,22.47,22.96,26.17,1013,,,43,8.23,180,,,,,,0,800,Clear,sky is clear,01d
1506204000,2017-09-23 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,8000,7.95,20.27,20.96,22.17,1014,,,43,9.3,190,,,,,,0,800,Clear,sky is clear,01d
1506207600,2017-09-23 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,10000,6.79,16.08,16.96,19.17,1015,,,51,7.2,140,,,,,,0,800,Clear,sky is clear,01n
1506211200,2017-09-24 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.99,10000,6.96,15.08,15.96,16.66,1016,,,55,6.2,140,,,,,,0,800,Clear,sky is clear,01n
1506214800,2017-09-24 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.06,10000,6.87,14.14,13.25,16.05,1017,,,58,3.6,170,,,,,,0,800,Clear,sky is clear,01n
1506218400,2017-09-24 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.91,10000,7.67,13.08,10.53,17.74,1018,,,66,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1506222000,2017-09-24 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.25,10000,7.04,12.35,9.68,16.55,1017,,,66,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506225600,2017-09-24 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,12.69,10000,9.52,12.13,9.74,16.59,1017,,,81,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506229200,2017-09-24 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.64,10000,8.57,10.03,9.3,12.34,1017,,,87,5.14,160,,,,,,0,800,Clear,sky is clear,01n
1506232800,2017-09-24 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.99,10000,7.93,7.72,9.86,10.01,1017,,,87,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1506236400,2017-09-24 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.72,10000,9.63,11.22,8.21,15.75,1017,,,87,2.6,160,,,,,,0,800,Clear,sky is clear,01n
1506240000,2017-09-24 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.71,10000,9.63,10.26,7.47,14.7,1017,,,93,2.1,140,,,,,,0,800,Clear,sky is clear,01n
1506243600,2017-09-24 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.87,10000,8.79,10.28,7.27,13.88,1018,,,87,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506247200,2017-09-24 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.72,8000,9.64,10.28,7.93,14.17,1018,,,93,1.54,330,,,,,,0,800,Clear,sky is clear,01n
1506250800,2017-09-24 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.99,8000,7.92,7.93,8.96,11.17,1019,,,93,2.1,340,,,,,,0,800,Clear,sky is clear,01d
1506254400,2017-09-24 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.01,8000,8.06,10.31,10.96,12.17,1020,,,82,2.6,80,,,,,,40,802,Clouds,scattered clouds,03d
1506258000,2017-09-24 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,12.99,10000,7.86,12.2,12.96,15.17,1020,,,71,2.1,330,,,,,,0,800,Clear,sky is clear,01d
1506261600,2017-09-24 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.99,10000,8.96,15.29,15.96,18.17,1019,,,63,2.6,40,,,,,,0,800,Clear,sky is clear,01d
1506265200,2017-09-24 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,10000,8.83,17.28,17.96,20.17,1020,,,55,2.6,200,,,,,,0,800,Clear,sky is clear,01d
1506268800,2017-09-24 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,9.76,18.38,18.96,21.17,1020,,,55,6.7,160,,,,,,0,800,Clear,sky is clear,01d
1506272400,2017-09-24 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,10000,8.96,19.32,19.96,22.17,1020,,,49,6.7,180,,,,,,0,800,Clear,sky is clear,01d
1506276000,2017-09-24 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.17,10000,9.11,20.54,20.96,22.26,1020,,,46,4.63,180,,,,,,0,800,Clear,sky is clear,01d
1506279600,2017-09-24 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,9.85,21.45,21.96,23.17,1019,,,46,6.7,180,,,,,,0,800,Clear,sky is clear,01d
1506283200,2017-09-24 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,9999,7.74,18.2,18.96,20.17,1019,,,48,6.7,210,,,,,,75,803,Clouds,broken clouds,04d
1506286800,2017-09-24 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,9999,7.74,18.2,18.96,19.17,1020,,,48,5.7,180,,,,,,75,803,Clouds,broken clouds,04d
1506290400,2017-09-24 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,8.92,18.3,18.96,20.17,1020,,,52,4.63,180,,,,,,0,800,Clear,sky is clear,01d
1506294000,2017-09-24 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,10000,7.9,16.18,16.96,19.17,1020,,,55,2.6,230,,,,,,0,800,Clear,sky is clear,01n
1506297600,2017-09-25 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,10000,7.78,14.16,14.96,16.46,1021,,,62,2.6,220,,,,,,0,800,Clear,sky is clear,01n
1506301200,2017-09-25 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.21,10000,7.95,15.4,12.78,19.62,1021,,,58,3.1,140,,,,,,0,800,Clear,sky is clear,01n
1506304800,2017-09-25 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.96,10000,7.94,13.16,10.35,17.24,1021,,,67,2.1,150,,,,,,0,800,Clear,sky is clear,01n
1506308400,2017-09-25 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.69,10000,7.68,12.86,9.51,17.05,1021,,,67,2.1,140,,,,,,0,800,Clear,sky is clear,01n
1506312000,2017-09-25 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,12.34,10000,8.24,11.61,9.03,16.35,1021,,,76,1.54,280,,,,,,0,800,Clear,sky is clear,01n
1506315600,2017-09-25 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.59,10000,7.47,9.82,8.74,11.81,1021,,,81,2.1,60,,,,,,0,800,Clear,sky is clear,01n
1506319200,2017-09-25 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.99,10000,6.95,8.99,8.96,9.06,1021,,,87,0.51,0,,,,,,0,800,Clear,sky is clear,01n
1506322800,2017-09-25 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.78,10000,7.65,10.03,8.86,15.43,1021,,,81,0,0,,,,,,0,800,Clear,sky is clear,01n
1506326400,2017-09-25 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.46,8000,8.39,8.99,6.96,14.73,1020,,,93,1.54,340,,,,,,0,800,Clear,sky is clear,01n
1506330000,2017-09-25 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.47,8000,7.4,7.86,7.93,10.41,1020,,,93,1.54,50,,,,,,0,800,Clear,sky is clear,01n
1506333600,2017-09-25 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.21,8000,9.13,9.71,7.43,14.64,1020,,,93,0,0,,,,,,0,800,Clear,sky is clear,01n
1506337200,2017-09-25 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,7.99,8000,5.96,7.31,7.96,9.17,1021,,,87,1.54,300,,,,,,0,800,Clear,sky is clear,01d
1506340800,2017-09-25 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,9.29,8000,7.74,9.29,8.96,12.17,1021,,,90,1.03,0,,,,,,0,701,Mist,mist,50d
1506344400,2017-09-25 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.99,9999,7.9,11.23,11.96,14.17,1020,,,76,3.6,10,,,,,,75,803,Clouds,broken clouds,04d
1506348000,2017-09-25 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,10000,8.92,14.29,14.96,17.17,1020,,,67,2.6,10,,,,,,0,800,Clear,sky is clear,01d
1506351600,2017-09-25 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,10000,8.83,17.28,17.96,18.17,1019,,,55,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1506355200,2017-09-25 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,10000,7.71,19.22,19.96,21.17,1019,,,45,3.6,190,,,,,,0,800,Clear,sky is clear,01d
1506358800,2017-09-25 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,8.94,20.35,20.96,21.17,1019,,,46,5.14,190,,,,,,0,800,Clear,sky is clear,01d
1506362400,2017-09-25 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.17,10000,7.2,21.43,21.96,23.26,1018,,,38,4.12,180,,,,,,0,800,Clear,sky is clear,01d
1506366000,2017-09-25 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,10000,5.87,22.21,22.96,24.17,1017,,,33,3.6,190,,,,,,0,800,Clear,sky is clear,01d
1506369600,2017-09-25 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,6.74,23.31,23.96,24.17,1017,,,33,5.14,180,,,,,,0,800,Clear,sky is clear,01d
1506373200,2017-09-25 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,10000,7.92,22.34,22.96,24.17,1017,,,38,5.14,170,,,,,,0,800,Clear,sky is clear,01d
1506376800,2017-09-25 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,7.79,21.29,21.96,22.17,1017,,,40,4.63,190,,,,,,0,800,Clear,sky is clear,01d
1506380400,2017-09-25 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,7.74,18.2,18.96,21.17,1017,,,48,4.12,210,,,,,,0,800,Clear,sky is clear,01n
1506384000,2017-09-26 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,10000,7.9,16.18,16.96,18.56,1018,,,55,1.54,190,,,,,,0,800,Clear,sky is clear,01n
1506387600,2017-09-26 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.94,10000,8.63,16.2,13.32,21.13,1018,,,58,4.63,160,,,,,,0,800,Clear,sky is clear,01n
1506391200,2017-09-26 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.29,10000,7.09,14.39,11.08,19.2,1018,,,58,2.6,110,,,,,,0,800,Clear,sky is clear,01n
1506394800,2017-09-26 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.71,10000,5.51,13.65,10.66,18.64,1018,,,54,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506398400,2017-09-26 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,13.87,10000,6.72,12.93,10.32,18.14,1018,,,62,0,0,,,,,,0,800,Clear,sky is clear,01n
1506402000,2017-09-26 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,12.99,10000,7.86,12.2,9.07,17.15,1018,,,71,0,0,,,,,,0,800,Clear,sky is clear,01n
1506405600,2017-09-26 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,12.2,10000,7.1,11.33,8.08,16.11,1018,,,71,0,0,,,,,,0,800,Clear,sky is clear,01n
1506409200,2017-09-26 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.92,6000,8.77,11.28,8.18,15.84,1018,,,81,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506412800,2017-09-26 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.97,3500,7.84,10.24,6.93,15.02,1017,,,81,1.54,40,,,,,,0,721,Haze,haze,50n
1506416400,2017-09-26 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.41,8000,8.27,10.72,7.06,15.2,1017,,,81,2.6,40,,,,,,0,800,Clear,sky is clear,01n
1506420000,2017-09-26 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,10.26,6000,7.15,9.46,5.76,13.44,1016,,,81,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1506423600,2017-09-26 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,8.99,5000,6.95,8.99,8.96,11.17,1016,,,87,1.03,0,,,,,,0,721,Haze,haze,50d
1506427200,2017-09-26 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,11.99,6000,6.9,11.1,11.96,12.16,1017,,,71,1.03,0,,,,,,40,802,Clouds,scattered clouds,03d
1506430800,2017-09-26 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,9999,5.77,13.95,14.96,16.17,1017,,,54,2.6,150,,,,,,75,803,Clouds,broken clouds,04d
1506434400,2017-09-26 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.99,9999,5.87,14.98,15.96,18.17,1017,,,51,0.51,0,,,,,,75,803,Clouds,broken clouds,04d
1506438000,2017-09-26 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,9999,6.79,16.08,16.96,19.17,1017,,,51,1.54,300,,,,,,75,803,Clouds,broken clouds,04d
1506441600,2017-09-26 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,9999,5.63,19.06,19.96,20.17,1016,,,39,1.03,0,,,,,,75,803,Clouds,broken clouds,04d
1506445200,2017-09-26 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,9999,4.87,19.01,19.96,20.17,1015,,,37,1.03,0,,,,,,75,803,Clouds,broken clouds,04d
1506448800,2017-09-26 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.07,9999,6.07,19.18,19.96,21.17,1015,,,40,6.2,170,,,,,,75,803,Clouds,broken clouds,04d
1506452400,2017-09-26 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,9999,4.56,21.08,20.17,22.01,1015,,,32,5.7,180,,,,,,40,802,Clouds,scattered clouds,03d
